item,geo,beds,state,label
http://www.wikidata.org/entity/Q5059056,Point(-88.45611111 42.3125),135,http://www.wikidata.org/entity/Q991162,Centegra Memorial Medical Center
http://www.wikidata.org/entity/Q5059168,Point(-115.28605 36.28705),226,http://www.wikidata.org/entity/Q23768,Centennial Hills Hospital
http://www.wikidata.org/entity/Q5060051,Point(-94.3496 39.0496),221,http://www.wikidata.org/entity/Q1581,Centerpoint Medical Center
http://www.wikidata.org/entity/Q5060155,Point(-118.44 33.9819),133,http://www.wikidata.org/entity/Q104994,"Centinela Freeman Regional Medical Center, Marina Campus"
http://www.wikidata.org/entity/Q5060156,Point(-118.345 33.9675),358,http://www.wikidata.org/entity/Q104994,"Centinela Freeman Regional Medical Center, Memorial Campus"
http://www.wikidata.org/entity/Q5060175,Point(-74.312 40.238),287,http://www.wikidata.org/entity/Q1408,CentraState Medical Center
http://www.wikidata.org/entity/Q5061008,Point(-88.155 41.873333),390,http://www.wikidata.org/entity/Q2485575,Central DuPage Hospital
http://www.wikidata.org/entity/Q5061386,Point(-70.2144 44.1011),250,http://www.wikidata.org/entity/Q724,Central Maine Medical Center
http://www.wikidata.org/entity/Q5074514,Point(-90.078 29.9554),0,http://www.wikidata.org/entity/Q1588,Charity Hospital
http://www.wikidata.org/entity/Q5084102,Point(-81.627222222 38.347777777),795,http://www.wikidata.org/entity/Q44564,Charleston Area Medical Center
http://www.wikidata.org/entity/Q5086112,Point(-82.04 26.9408),208,http://www.wikidata.org/entity/Q812,Charlotte Regional Medical Center
http://www.wikidata.org/entity/Q5092876,Point(-76.2462 36.7457),310,http://www.wikidata.org/entity/Q49222,Chesapeake Regional Medical Center
http://www.wikidata.org/entity/Q5094598,Point(-104.816513 41.1406),218,http://www.wikidata.org/entity/Q39042,Cheyenne Regional Medical Center
http://www.wikidata.org/entity/Q5094598,Point(-104.816111 41.140556),218,http://www.wikidata.org/entity/Q39042,Cheyenne Regional Medical Center
http://www.wikidata.org/entity/Q5098114,Point(-96.0417 41.2603),145,http://www.wikidata.org/entity/Q1553,Children's Hospital & Medical Center
http://www.wikidata.org/entity/Q5098123,Point(-122.267 37.8375),191,http://www.wikidata.org/entity/Q99,Children's Hospital Oakland
http://www.wikidata.org/entity/Q5098125,Point(-104.836 39.741),444,http://www.wikidata.org/entity/Q1261,Children's Hospital Colorado
http://www.wikidata.org/entity/Q5098129,Point(-117.865 33.7814),316,http://www.wikidata.org/entity/Q99,Children's Hospital of Orange County
http://www.wikidata.org/entity/Q5098131,Point(-76.3019 36.8622),206,http://www.wikidata.org/entity/Q49231,Children's Hospital of The King's Daughters
http://www.wikidata.org/entity/Q5098157,Point(-96.8365 32.8094),490,http://www.wikidata.org/entity/Q16557,Children's Medical Center Dallas
http://www.wikidata.org/entity/Q5098158,Point(-96.8011 33.0784),72,http://www.wikidata.org/entity/Q1439,Children's Medical Center at Legacy
http://www.wikidata.org/entity/Q5098193,Point(-77.0144 38.9273),303,http://www.wikidata.org/entity/Q61,Children's National Hospital
http://www.wikidata.org/entity/Q5098193,Point(-77.015419 38.927602),303,http://www.wikidata.org/entity/Q61,Children's National Hospital
http://www.wikidata.org/entity/Q5099236,Point(-74.3102 40.9588),260,http://www.wikidata.org/entity/Q748243,Chilton Medical Center
http://www.wikidata.org/entity/Q5101220,Point(-117.686 34.0256),126,http://www.wikidata.org/entity/Q108053,Chino Valley Medical Center
http://www.wikidata.org/entity/Q5105524,Point(-76.6102 36.0698),40,http://www.wikidata.org/entity/Q1454,Chowan Hospital
http://www.wikidata.org/entity/Q5108912,Point(-74.0511 40.7333),376,http://www.wikidata.org/entity/Q26339,Christ Hospital
http://www.wikidata.org/entity/Q5124778,Point(-76.9733 38.5342),109,http://www.wikidata.org/entity/Q1391,Civista Medical Center
http://www.wikidata.org/entity/Q5127227,Point(-114.888 47.4685),16,http://www.wikidata.org/entity/Q1212,Clark Fork Valley Hospital
http://www.wikidata.org/entity/Q5135656,Point(-97.6736 39.5656),150,http://www.wikidata.org/entity/Q1558,Cloud County Health Center
http://www.wikidata.org/entity/Q5137885,Point(-120.24 36.1308),1260,http://www.wikidata.org/entity/Q99,Coalinga State Hospital
http://www.wikidata.org/entity/Q5144596,Point(-73.942222 40.770278),815,http://www.wikidata.org/entity/Q11299,Coler-Goldwater Specialty Hospital
http://www.wikidata.org/entity/Q5154790,Point(-118.145 33.7886),208,http://www.wikidata.org/entity/Q104994,Community Medical Center Long Beach
http://www.wikidata.org/entity/Q5451881,Point(-82.7105 41.4453),227,http://www.wikidata.org/entity/Q1397,Firelands Regional Medical Center
http://www.wikidata.org/entity/Q5456946,Point(-81.3176 29.8631),316,http://www.wikidata.org/entity/Q812,Flagler Hospital
http://www.wikidata.org/entity/Q5458760,Point(-73.194119 44.479794),562,http://www.wikidata.org/entity/Q31058,The University of Vermont Medical Center
http://www.wikidata.org/entity/Q5461444,Point(-81.2806 28.5406),225,http://www.wikidata.org/entity/Q49233,Florida Hospital East
http://www.wikidata.org/entity/Q5461445,Point(-81.5411 28.3282),203,http://www.wikidata.org/entity/Q812,Florida Hospital Celebration Health
http://www.wikidata.org/entity/Q5461448,Point(-81.3698 27.32),52,http://www.wikidata.org/entity/Q812,Florida Hospital Lake Placid
http://www.wikidata.org/entity/Q5462170,Point(-83.690974 41.70878),297,http://www.wikidata.org/entity/Q386862,Flower Hospital
http://www.wikidata.org/entity/Q5470658,Point(-80.297671 36.075757),961,http://www.wikidata.org/entity/Q49227,Forsyth Medical Center
http://www.wikidata.org/entity/Q5470658,Point(-80.2969 36.0758),961,http://www.wikidata.org/entity/Q49227,Forsyth Medical Center
http://www.wikidata.org/entity/Q5489125,Point(-123.351 39.4003),67,http://www.wikidata.org/entity/Q99,Frank R. Howard Memorial Hospital
http://www.wikidata.org/entity/Q5500403,Point(-77.02 38.917222222),192,http://www.wikidata.org/entity/Q61,Howard University Hospital
http://www.wikidata.org/entity/Q5500403,Point(-77.02 38.917222222),300,http://www.wikidata.org/entity/Q61,Howard University Hospital
http://www.wikidata.org/entity/Q5501598,Point(-121.618 39.1433),132,http://www.wikidata.org/entity/Q99,Fremont Memorial Hospital
http://www.wikidata.org/entity/Q5505153,Point(-88.024444 43.041111),550,http://www.wikidata.org/entity/Q1537,Froedtert Hospital
http://www.wikidata.org/entity/Q5523084,Point(-118.124 34.068),210,http://www.wikidata.org/entity/Q104994,Garfield Medical Center
http://www.wikidata.org/entity/Q5523086,Point(-112.427 37.8264),41,http://www.wikidata.org/entity/Q829,Garfield Memorial Hospital
http://www.wikidata.org/entity/Q5526748,Point(-81.1396 35.2716),435,http://www.wikidata.org/entity/Q1454,Gaston Memorial Hospital
http://www.wikidata.org/entity/Q5530224,Point(-76.606 40.968),594,http://www.wikidata.org/entity/Q1400,Geisinger Medical Center
http://www.wikidata.org/entity/Q5532814,Point(-90.594 41.5434),665,http://www.wikidata.org/entity/Q26887,Genesis Health System
http://www.wikidata.org/entity/Q5546034,Point(-77.0506 38.9012),371,http://www.wikidata.org/entity/Q61,George Washington University Hospital
http://www.wikidata.org/entity/Q5549007,Point(-105.934 32.924),99,http://www.wikidata.org/entity/Q1522,Gerald Champion Regional Medical Center
http://www.wikidata.org/entity/Q5550383,Point(-85.9505 43.4647),77,http://www.wikidata.org/entity/Q1166,Gerber Memorial Health Services
http://www.wikidata.org/entity/Q5568345,Point(-118.23 34.1507),515,http://www.wikidata.org/entity/Q485716,Glendale Adventist Medical Center
http://www.wikidata.org/entity/Q5569313,Point(-73.6468 43.3064),410,http://www.wikidata.org/entity/Q1384,Glens Falls Hospital
http://www.wikidata.org/entity/Q5582912,Point(-84.5216 39.1399),700,http://www.wikidata.org/entity/Q1397,Good Samaritan Hospital
http://www.wikidata.org/entity/Q5582913,Point(-84.23307 39.787871),577,http://www.wikidata.org/entity/Q34739,Good Samaritan Hospital
http://www.wikidata.org/entity/Q5582914,Point(-121.946 37.2514),474,http://www.wikidata.org/entity/Q110739,Good Samaritan Hospital
http://www.wikidata.org/entity/Q5582916,Point(-121.946389 37.251389),333,http://www.wikidata.org/entity/Q163749,Good Samaritan Medical Center
http://www.wikidata.org/entity/Q5582919,Point(-118.265 34.0544),408,http://www.wikidata.org/entity/Q65,Good Samaritan Hospital
http://www.wikidata.org/entity/Q5582923,Point(-123.252 44.6022),188,http://www.wikidata.org/entity/Q748474,Good Samaritan Regional Medical Center
http://www.wikidata.org/entity/Q5582923,Point(-123.252732 44.603281),188,http://www.wikidata.org/entity/Q748474,Good Samaritan Regional Medical Center
http://www.wikidata.org/entity/Q5588502,Point(-73.984722 40.710833),295,http://www.wikidata.org/entity/Q11299,Gouverneur Hospital
http://www.wikidata.org/entity/Q5591074,Point(-72.6681 43.049027),19,http://www.wikidata.org/entity/Q516557,Grace Cottage Hospital
http://www.wikidata.org/entity/Q6973875,Point(-104.942 39.7391),46,http://www.wikidata.org/entity/Q16554,National Jewish Health
http://www.wikidata.org/entity/Q6978012,Point(-77.013306 38.930528),137,http://www.wikidata.org/entity/Q61,National Rehabilitation Hospital
http://www.wikidata.org/entity/Q6979874,Point(-82.9794 39.9524),476,http://www.wikidata.org/entity/Q16567,Nationwide Children's Hospital
http://www.wikidata.org/entity/Q7054932,Point(-72.2007 44.9557),25,http://www.wikidata.org/entity/Q1012011,North Country Hospital
http://www.wikidata.org/entity/Q7056084,Point(-93.3228 45.017),353,http://www.wikidata.org/entity/Q2045704,North Memorial Medical Center
http://www.wikidata.org/entity/Q7057133,Point(-115.12262 36.19487),177,http://www.wikidata.org/entity/Q1227,North Vista Hospital
http://www.wikidata.org/entity/Q7059653,Point(-118.532 34.2207),425,http://www.wikidata.org/entity/Q99,Northridge Hospital Medical Center
http://www.wikidata.org/entity/Q7060003,Point(-87.992166 42.068378),489,http://www.wikidata.org/entity/Q997132,Northwest Community Hospital
http://www.wikidata.org/entity/Q7060076,Point(-122.336944 47.714167),281,http://www.wikidata.org/entity/Q5083,Northwest Hospital & Medical Center
http://www.wikidata.org/entity/Q7060334,Point(-87.865 42.25277778),201,http://www.wikidata.org/entity/Q575355,Northwestern Lake Forest Hospital
http://www.wikidata.org/entity/Q7060339,Point(-87.621944 41.894722),894,http://www.wikidata.org/entity/Q1297,Northwestern Memorial Hospital
http://www.wikidata.org/entity/Q7061628,Point(-71.2017 42.189),264,http://www.wikidata.org/entity/Q54079,Norwood Hospital
http://www.wikidata.org/entity/Q7073002,Point(-89.0075 42.26972222),254,http://www.wikidata.org/entity/Q233892,OSF Saint Anthony Medical Center
http://www.wikidata.org/entity/Q7073004,Point(-89.591111 40.702778),616,http://www.wikidata.org/entity/Q233129,OSF Saint Francis Medical Center
http://www.wikidata.org/entity/Q7073005,Point(-88.9561 40.4828),149,http://www.wikidata.org/entity/Q1204,OSF St. Joseph Medical Center
http://www.wikidata.org/entity/Q7082383,Point(-96.0 36.1467),249,http://www.wikidata.org/entity/Q1649,Oklahoma State University Medical Center
http://www.wikidata.org/entity/Q7085963,Point(-78.42766 42.08975),186,http://www.wikidata.org/entity/Q630963,Olean General Hospital
http://www.wikidata.org/entity/Q7087214,Point(-118.44576 34.32585),377,http://www.wikidata.org/entity/Q65,Olive View – UCLA Medical Center
http://www.wikidata.org/entity/Q7088964,Point(-118.36051 34.05734),204,http://www.wikidata.org/entity/Q65,Olympia Medical Center
http://www.wikidata.org/entity/Q7089097,Point(-123.415 48.1156),126,http://www.wikidata.org/entity/Q1223,Olympic Medical Center
http://www.wikidata.org/entity/Q7101213,Point(-122.685 45.4992),522,http://www.wikidata.org/entity/Q824,Oregon Health & Science University Hospital
http://www.wikidata.org/entity/Q7101531,Point(-111.708 40.3028),18,http://www.wikidata.org/entity/Q52468,Orem Community Hospital
http://www.wikidata.org/entity/Q7103171,Point(-81.3782 28.526),808,http://www.wikidata.org/entity/Q49233,Orlando Regional Medical Center
http://www.wikidata.org/entity/Q7103900,Point(-121.541 39.5067),133,http://www.wikidata.org/entity/Q99,Oroville Hospital
http://www.wikidata.org/entity/Q7108224,Point(-95.1111 37.1592),12,http://www.wikidata.org/entity/Q1558,Oswego Community Hospital
http://www.wikidata.org/entity/Q7110763,Point(-82.6924 38.5084),214,http://www.wikidata.org/entity/Q1603,Our Lady of Bellefonte Hospital
http://www.wikidata.org/entity/Q7113724,Point(-122.186 47.6202),349,http://www.wikidata.org/entity/Q1223,Overlake Hospital Medical Center
http://www.wikidata.org/entity/Q7113810,Point(-74.3542 40.7123),504,http://www.wikidata.org/entity/Q1000642,Overlook Medical Center
http://www.wikidata.org/entity/Q7122495,Point(-118.193 33.8073),184,http://www.wikidata.org/entity/Q104994,College Medical Center
http://www.wikidata.org/entity/Q7127603,Point(-73.9965 40.7938),350,http://www.wikidata.org/entity/Q490505,Palisades Medical Center
http://www.wikidata.org/entity/Q7128437,Point(-82.73938 27.75269),307,http://www.wikidata.org/entity/Q49236,Palms of Pasadena Hospital
http://www.wikidata.org/entity/Q7128544,Point(-114.595 33.6131),51,http://www.wikidata.org/entity/Q99,Palo Verde Hospital
http://www.wikidata.org/entity/Q7128607,Point(-117.075 33.125),319,http://www.wikidata.org/entity/Q108143,Palomar Medical Center
http://www.wikidata.org/entity/Q7134385,Point(-117.08251 32.68531),291,http://www.wikidata.org/entity/Q430316,Paradise Valley Hospital
http://www.wikidata.org/entity/Q7138275,Point(-104.771 39.5481),170,http://www.wikidata.org/entity/Q385825,Parker Adventist Hospital
http://www.wikidata.org/entity/Q7138574,Point(-71.317222 42.876667),86,http://www.wikidata.org/entity/Q759,Parkland Medical Center
http://www.wikidata.org/entity/Q7139815,Point(-80.8246 28.6306),210,http://www.wikidata.org/entity/Q812,Parrish Medical Center
http://www.wikidata.org/entity/Q7148954,Point(-71.1215 41.944),1400,http://www.wikidata.org/entity/Q771,Paul A. Dever State School
http://www.wikidata.org/entity/Q7149154,Point(-82.8129 37.8159),72,http://www.wikidata.org/entity/Q1603,Paul B. Hall Regional Medical Center
http://www.wikidata.org/entity/Q7157279,Point(-122.58 45.623),450,http://www.wikidata.org/entity/Q1223,PeaceHealth Southwest Medical Center
http://www.wikidata.org/entity/Q7157372,Point(-124.119 43.9752),21,http://www.wikidata.org/entity/Q824,Peace Harbor Hospital
http://www.wikidata.org/entity/Q7162959,Point(-75.5983 38.3619),289,http://www.wikidata.org/entity/Q1391,Peninsula Regional Medical Center
http://www.wikidata.org/entity/Q7163263,Point(-76.6763 40.2647),548,http://www.wikidata.org/entity/Q1400,Penn State Milton S. Hershey Medical Center
http://www.wikidata.org/entity/Q7186683,Point(-84.1582 31.591),691,http://www.wikidata.org/entity/Q1428,Phoebe Putney Memorial Hospital
http://www.wikidata.org/entity/Q7191514,Point(-95.677068 37.0625),215,http://www.wikidata.org/entity/Q3260995,Piedmont Henry Hospital
http://www.wikidata.org/entity/Q7191520,Point(-84.3935 33.8073),488,http://www.wikidata.org/entity/Q1428,Piedmont Hospital
http://www.wikidata.org/entity/Q7193677,Point(-82.5215 37.4698),300,http://www.wikidata.org/entity/Q1603,Pikeville Medical Center
http://www.wikidata.org/entity/Q7195072,Point(-75.6249 38.3433),65,http://www.wikidata.org/entity/Q1391,Pine Bluff State Hospital
http://www.wikidata.org/entity/Q2323511,Point(-95.39818 29.70951),9200,http://www.wikidata.org/entity/Q16555,Texas Medical Center
http://www.wikidata.org/entity/Q2575019,Point(-73.9826 40.7335),799,http://www.wikidata.org/entity/Q11299,Beth Israel Medical Center
http://www.wikidata.org/entity/Q2900977,Point(-71.1493 42.3261),793,http://www.wikidata.org/entity/Q771,Brigham and Women's Hospital
http://www.wikidata.org/entity/Q2945876,Point(-122.559 45.5128),302,http://www.wikidata.org/entity/Q824,Adventist Medical Center
http://www.wikidata.org/entity/Q2945882,Point(-84.1924 39.6971),522,http://www.wikidata.org/entity/Q1397,Kettering Medical Center
http://www.wikidata.org/entity/Q2945887,Point(-117.264 34.0525),922,http://www.wikidata.org/entity/Q108053,Loma Linda University Medical Center
http://www.wikidata.org/entity/Q3023367,Point(-104.991 39.7288),525,http://www.wikidata.org/entity/Q1261,Denver Health Medical Center
http://www.wikidata.org/entity/Q3049500,Point(-116.406 33.7633),476,http://www.wikidata.org/entity/Q99,Eisenhower Medical Center
http://www.wikidata.org/entity/Q3145166,Point(-83.084306 42.367028),877,http://www.wikidata.org/entity/Q12439,Henry Ford Hospital
http://www.wikidata.org/entity/Q3145236,Point(-122.475 38.5425),25,http://www.wikidata.org/entity/Q99,St. Helena Hospital Clearlake
http://www.wikidata.org/entity/Q3145247,Point(-104.975 39.6703),368,http://www.wikidata.org/entity/Q1261,Porter Adventist Hospital
http://www.wikidata.org/entity/Q3145251,Point(-87.9212 41.8056),358,http://www.wikidata.org/entity/Q109626,Adventist Hinsdale Hospital
http://www.wikidata.org/entity/Q3145251,Point(-87.9212 41.8056),358,http://www.wikidata.org/entity/Q939529,Adventist Hinsdale Hospital
http://www.wikidata.org/entity/Q3145253,Point(-77.1989 39.0986),266,http://www.wikidata.org/entity/Q327022,Adventist HealthCare Shady Grove Medical Center
http://www.wikidata.org/entity/Q3145260,Point(-77.001667 38.985556),204,http://www.wikidata.org/entity/Q488659,Washington Adventist Hospital
http://www.wikidata.org/entity/Q3145294,Point(-122.475 38.5425),181,http://www.wikidata.org/entity/Q108137,St. Helena Hospital
http://www.wikidata.org/entity/Q3145309,Point(-81.37 28.5753),1368,http://www.wikidata.org/entity/Q49233,Florida Hospital Orlando
http://www.wikidata.org/entity/Q3157429,Point(-80.2126 25.7915),1550,http://www.wikidata.org/entity/Q8652,Jackson Memorial Hospital
http://www.wikidata.org/entity/Q3344269,Point(-73.4223 41.112),328,http://www.wikidata.org/entity/Q779,Norwalk Hospital
http://www.wikidata.org/entity/Q5919368,Point(-76.8853 39.2128),267,http://www.wikidata.org/entity/Q1391,Howard County General Hospital
http://www.wikidata.org/entity/Q5933433,Point(-84.3821 33.7536),82,http://www.wikidata.org/entity/Q1428,Hughes Spalding Children's Hospital
http://www.wikidata.org/entity/Q5943983,Point(-96.1241 33.1223),181,http://www.wikidata.org/entity/Q1439,Hunt Regional Medical Center
http://www.wikidata.org/entity/Q5944701,Point(-74.861 40.531),178,http://www.wikidata.org/entity/Q1408,Hunterdon Medical Center
http://www.wikidata.org/entity/Q5945374,Point(-118.153 34.1345),625,http://www.wikidata.org/entity/Q104994,Huntington Hospital
http://www.wikidata.org/entity/Q5972761,Point(-97.8878 36.3897),207,http://www.wikidata.org/entity/Q1649,INTEGRIS Bass Baptist Health Center
http://www.wikidata.org/entity/Q5972765,Point(-97.5322 35.422),406,http://www.wikidata.org/entity/Q1649,INTEGRIS Southwest Medical Center
http://www.wikidata.org/entity/Q6027190,Point(-84.0625 39.7711),118,http://www.wikidata.org/entity/Q1397,Indu and Raj Soin Medical Center
http://www.wikidata.org/entity/Q6036707,Point(-77.2276 38.1915),927,http://www.wikidata.org/entity/Q408744,Inova Fairfax Hospital
http://www.wikidata.org/entity/Q6108137,Point(-80.0919 26.5985),486,http://www.wikidata.org/entity/Q812,JFK Medical Center
http://www.wikidata.org/entity/Q6119635,Point(-73.8463 40.856),457,http://www.wikidata.org/entity/Q60,Jacobi Medical Center
http://www.wikidata.org/entity/Q6184816,Point(-90.3427 39.1106),67,http://www.wikidata.org/entity/Q578496,Jersey Community Hospital
http://www.wikidata.org/entity/Q6232386,Point(-74.3492 40.557),499,http://www.wikidata.org/entity/Q1408,John F. Kennedy Medical Center
http://www.wikidata.org/entity/Q6232399,Point(-116.236 33.7064),145,http://www.wikidata.org/entity/Q99,John F. Kennedy Memorial Hospital
http://www.wikidata.org/entity/Q6237101,Point(-87.672778 41.875833),464,http://www.wikidata.org/entity/Q1297,"John H. Stroger, Jr. Hospital of Cook County"
http://www.wikidata.org/entity/Q6348426,Point(-117.432 34.0729),420,http://www.wikidata.org/entity/Q108053,Kaiser Foundation Hospital – Fontana
http://www.wikidata.org/entity/Q6348463,Point(-122.56 45.431944),233,http://www.wikidata.org/entity/Q3316189,Kaiser Sunnyside Medical Center
http://www.wikidata.org/entity/Q6366683,Point(-157.938319 21.383264),126,http://www.wikidata.org/entity/Q423505,Kapiolani Medical Center at Pali Momi
http://www.wikidata.org/entity/Q6366688,Point(-157.8334591 21.2998428),207,http://www.wikidata.org/entity/Q6739512,Kapiolani Medical Center for Women and Children
http://www.wikidata.org/entity/Q6379947,Point(-119.295 36.328),581,http://www.wikidata.org/entity/Q99,Kaweah Delta Medical Center
http://www.wikidata.org/entity/Q6391772,Point(-71.47797222 41.70538889),346,http://www.wikidata.org/entity/Q49195,Kent Hospital
http://www.wikidata.org/entity/Q6409775,Point(-74.2185 40.0731),350,http://www.wikidata.org/entity/Q1088792,Monmouth Medical Center Southern Campus
http://www.wikidata.org/entity/Q6410925,Point(-82.6344 38.4708),465,http://www.wikidata.org/entity/Q725562,King's Daughters Medical Center
http://www.wikidata.org/entity/Q6464246,Point(-118.038 33.8474),141,http://www.wikidata.org/entity/Q595175,La Palma Intercommunity Hospital
http://www.wikidata.org/entity/Q6464743,Point(-87.571666666 41.7775),49,http://www.wikidata.org/entity/Q1297,La Rabida Children's Hospital
http://www.wikidata.org/entity/Q6467013,Point(-95.264444 37.321111),109,http://www.wikidata.org/entity/Q1558,Labette Health
http://www.wikidata.org/entity/Q6473221,Point(-71.2047 42.4842),317,http://www.wikidata.org/entity/Q54073,Lahey Clinic
http://www.wikidata.org/entity/Q7681712,Point(-82.4587 27.9383),1010,http://www.wikidata.org/entity/Q812,Tampa General Hospital
http://www.wikidata.org/entity/Q7707561,Point(-95.4016 29.7077),36,http://www.wikidata.org/entity/Q1439,Texas Children's Cancer Center
http://www.wikidata.org/entity/Q7707563,Point(-95.4016 29.7077),592,http://www.wikidata.org/entity/Q16555,Texas Children's Hospital
http://www.wikidata.org/entity/Q7720157,Point(-74.4511 40.495),100,http://www.wikidata.org/entity/Q138338,The Bristol-Myers Squibb Children's Hospital
http://www.wikidata.org/entity/Q7722703,Point(-84.5111 39.1213),555,http://www.wikidata.org/entity/Q1397,The Christ Hospital
http://www.wikidata.org/entity/Q7750861,Point(-104.832 39.6889),346,http://www.wikidata.org/entity/Q49246,The Medical Center of Aurora
http://www.wikidata.org/entity/Q7751188,Point(-95.3998 29.7101),2502,http://www.wikidata.org/entity/Q16555,Houston Methodist Hospital
http://www.wikidata.org/entity/Q7755434,Point(-111.883 40.644),36,http://www.wikidata.org/entity/Q484556,The Orthopedic Specialty Hospital
http://www.wikidata.org/entity/Q7755648,Point(-75.6175 35.9401),26,http://www.wikidata.org/entity/Q1454,The Outer Banks Hospital
http://www.wikidata.org/entity/Q7758968,Point(-157.854167 21.307222),533,http://www.wikidata.org/entity/Q18094,The Queen's Medical Center
http://www.wikidata.org/entity/Q7769510,Point(-83.595278 41.674167),794,http://www.wikidata.org/entity/Q49239,The Toledo Hospital
http://www.wikidata.org/entity/Q7771942,Point(-74.1008 40.9837),451,http://www.wikidata.org/entity/Q1408,The Valley Hospital
http://www.wikidata.org/entity/Q7802243,Point(-123.8544 45.4569),25,http://www.wikidata.org/entity/Q764687,Tillamook County General Hospital
http://www.wikidata.org/entity/Q7826923,Point(-118.343 33.812),401,http://www.wikidata.org/entity/Q104994,Torrance Memorial Medical Center
http://www.wikidata.org/entity/Q7842940,Point(-94.192 42.492),200,http://www.wikidata.org/entity/Q1546,Trinity Regional Medical Center
http://www.wikidata.org/entity/Q7850605,Point(-122.978039 45.519188),167,http://www.wikidata.org/entity/Q81824,Tuality Community Hospital
http://www.wikidata.org/entity/Q7851542,Point(-71.0633 42.3495),415,http://www.wikidata.org/entity/Q771,Tufts Medical Center
http://www.wikidata.org/entity/Q7863705,Point(-86.8032 33.5066),1157,http://www.wikidata.org/entity/Q173,UAB Hospital
http://www.wikidata.org/entity/Q7863742,Point(-92.3208 34.7481),400,http://www.wikidata.org/entity/Q33405,UAMS Medical Center
http://www.wikidata.org/entity/Q7863851,Point(-97.156446 33.229707),104,http://www.wikidata.org/entity/Q1439,UBH Denton
http://www.wikidata.org/entity/Q7864122,Point(-122.458 37.7632),796,http://www.wikidata.org/entity/Q62,UCSF Medical Center
http://www.wikidata.org/entity/Q7864160,Point(-121.457 38.5549),631,http://www.wikidata.org/entity/Q99,UC Davis Medical Center
http://www.wikidata.org/entity/Q7865163,Point(-71.7621 42.276),781,http://www.wikidata.org/entity/Q771,UMass Memorial Health Care
http://www.wikidata.org/entity/Q7865230,Point(-79.0511 35.9046),804,http://www.wikidata.org/entity/Q1454,UNC Health Care
http://www.wikidata.org/entity/Q7865509,Point(-80.0867 42.1338),412,http://www.wikidata.org/entity/Q1400,UPMC Hamot
http://www.wikidata.org/entity/Q7865510,Point(-79.9851 40.4363),404,http://www.wikidata.org/entity/Q1342,UPMC Mercy
http://www.wikidata.org/entity/Q7865515,Point(-79.896 40.4893),249,http://www.wikidata.org/entity/Q1342,UPMC St. Margaret
http://www.wikidata.org/entity/Q7878108,Point(-109.996 40.3042),42,http://www.wikidata.org/entity/Q829,Uintah Basin Medical Center
http://www.wikidata.org/entity/Q7878306,Point(-123.204 39.1533),78,http://www.wikidata.org/entity/Q99,Ukiah Valley Medical Center
http://www.wikidata.org/entity/Q7883909,Point(-75.15 39.844),736,http://www.wikidata.org/entity/Q1408,Underwood-Memorial Hospital
http://www.wikidata.org/entity/Q7894760,Point(-81.982 33.473),581,http://www.wikidata.org/entity/Q1428,University Hospital
http://www.wikidata.org/entity/Q7894762,Point(-74.1902 40.7403),519,http://www.wikidata.org/entity/Q25395,University Hospital
http://www.wikidata.org/entity/Q7894779,Point(-81.606777777 41.50625),1032,http://www.wikidata.org/entity/Q37320,University Hospitals of Cleveland
http://www.wikidata.org/entity/Q7894821,Point(-106.434951 31.771925),394,http://www.wikidata.org/entity/Q16562,University Medical Center
http://www.wikidata.org/entity/Q7894822,Point(-101.891364 33.588319),412,http://www.wikidata.org/entity/Q49273,University Medical Center
http://www.wikidata.org/entity/Q7894824,Point(-110.946 32.2403),487,http://www.wikidata.org/entity/Q816,Banner – University Medical Center
http://www.wikidata.org/entity/Q7894841,Point(-111.823 40.7581),158,http://www.wikidata.org/entity/Q829,University Neuropsychiatric Institute
http://www.wikidata.org/entity/Q7895258,Point(-87.60447222 41.78952778),811,http://www.wikidata.org/entity/Q1297,University of Chicago Medical Center
http://www.wikidata.org/entity/Q7895285,Point(-104.841 39.7423),678,http://www.wikidata.org/entity/Q49246,University of Colorado Hospital
http://www.wikidata.org/entity/Q7895298,Point(-72.7908 41.7315),224,http://www.wikidata.org/entity/Q779,University of Connecticut Health Center
http://www.wikidata.org/entity/Q7195307,Point(-85.65694444 42.83722222),200,http://www.wikidata.org/entity/Q184587,Pine Rest Christian Mental Health Services
http://www.wikidata.org/entity/Q7196821,Point(-111.990833 40.697778),133,http://www.wikidata.org/entity/Q52465,Jordan Valley Medical Center-West Valley Campus
http://www.wikidata.org/entity/Q7227263,Point(-117.056 32.997),107,http://www.wikidata.org/entity/Q108143,Pomerado Hospital
http://www.wikidata.org/entity/Q7231636,Point(-73.168709 43.999931),45,http://www.wikidata.org/entity/Q1012392,Porter Medical Center
http://www.wikidata.org/entity/Q7235470,Point(-105.058 40.5711),270,http://www.wikidata.org/entity/Q490732,Poudre Valley Hospital
http://www.wikidata.org/entity/Q7240717,Point(-104.967 39.7468),680,http://www.wikidata.org/entity/Q1261,Presbyterian/St. Luke's Medical Center
http://www.wikidata.org/entity/Q7240782,Point(-96.763 32.881),898,http://www.wikidata.org/entity/Q16557,Presbyterian Hospital of Dallas
http://www.wikidata.org/entity/Q7243062,Point(-111.839 40.7711),289,http://www.wikidata.org/entity/Q23337,Primary Children's Medical Center
http://www.wikidata.org/entity/Q7244293,Point(-77.4874 38.7671),170,http://www.wikidata.org/entity/Q511876,Prince William Hospital
